useful,comment
,"Apply when we want to figure out the problem depend on the situation. "
,thnks
,Can use the logic tree structure to help solve a variety of problems or when looking on how to improve processes or certain areas of our business.
,"Find the cause-outcome relationship
"
,I've learned that by thinking through a problem using the logic tree I'd come up with better resolutions.
,Setting the quiz after the course is fine for learners to have deep understanding.
,To find the solutions of various problems.
,Logic tree is useful to look out the points of issues.
,Attack complex problems with this tool
,"It’s very flexible stuff for my job "
,I'll apply it to a communication problem between companies.
,"we Shall be apply while facing any machine breakdown, for issue analysis "
,If face any planning issue
,"I use when looking for a solution to the problem.
"
,To solve the daily problems through logic tree. by breaking the problem.
,"I can use Logic Trees to track the reasons why we have fewer deals per month and how we can increase our success rate. 
I can also use them to track what my best approach towards clients could be. 
And finally, I can use them toincrease the team´s productivity and motivation to work. "
,Using the logic tree for making decisions
,dividing the problem into pieces to analyze the solution opitions.
,Insightful
,good course
,"Regarding my startup. I figure out a problem with the sales. And now it's the time to apply the logic tree to first identify the problem, How and when and where and gather the data to divide into smaller categories with no so much ones to figure out a valuable solutions to increase the sales. "
,In case of determine the solution for the problem.
,We can use logic tree when we think how to improve our company’s ROE
,i am always faced with vague and large problems and i sometimes get overwhelmed. this will help me address more specific concerns in the future.
,great and easy to understand
,I would like to thinking seem logic tree for select the way that best for my job
,I will use to figure out the possible outcome
,dividing the problem in smaller pieces can be helpful in order to solve it
,Can implement in daily jobs
,Logic tree is a useful tool to get things organized.
,This concept could be applied to anything.
,I will apply logic tree for the analyst the problem before select the solution to resolve.
,"When I think about our new products.
"
,its all about how well we positon our USP
,good for marketing way
,El posicionamiento efectivo ayuda a impulsar correctamente un producto y obtener ventajas sobre la competencia
,"As a marketer, it will help me create better strategies for our products and services."
,I plan to launch a new product so this course helped with the process
,This is a good review of how positioning is important in every brand or product.
,Understand the importance to market the product successfully.
,This course is not that related to my current position but I am curious to know how we could apply positioning when planning for marketing.
,Using this method when I think of a new product.
,"We should position our product in review of competitors and consumer perception. "
,I can use this method to analyze my customer’s merchandise.
,We will use it how we select the developping oroduct from thee candidate
,good
,I will use in scientific activity
,It is useful to know the characteristics (advantages and disadvantages) of our company's product compared to the competitors.
,A must when comparing between key competitors.
,It is help to us in shop floor & daily also.
,"it's very helpful when considering the strategy of some key products.
"
,"I know a lot about the product and I would like to think good point and bad point. "
,To check my knowledge
,"The right positioning of a product leads to create incentives for the customer and leads to higher cash flow within the company. "
,I found it's quite dodgy to grasp the accute point.
,I'd like to understand what point in our product is attract for customer against competitor.
,Visualization is one of the best method to order the ideas.
,I think it is most important what we set on 2-axises.
,"分かりやすい内容で、事例も良いものでした。二軸で商品を見極め、他と比較するという観点は新商品を開発するときだけでなく、普段の生活でも役に立つと思います。
コースの内容は英語だけでなく、日本語やインドネシア語などで対応できることで、非英語圏社員の理解のスピードが加速されるかと思います。"
,"The positioning map is a useful tool to differentiate your products or services from the competitors. "
,Product planning
,I would like to use this positioning map to think strategy of my business to know difference from other competitors.
,ポジショニング
,It was really benefical
,"the more knowledge, better life
"
,Gives a good idea about how we can consider where our product or service stands out and how we can reach out to more consumers
,I will be able to apply this when we decide on how to market our product.
,"Use positioning to set priorities.
"
,Positioning map is easy to understand visually where is located our company visually.
,Positioning your product or services using 2 features only that departs you from the Market.
,"Remember the general rule of strong recognition with up to 2 characteristics only which should be based on effectiveness and uniqueness (appeal)
"
,"Great class😊.
I am a manufacturer, so i would apply this to my product (A pure coconut oil). Thank you. Check me on Instagram guys @maneebabeauty"
,it will help in how to position a product to be most appealing to customers
,It’s always important to understand customers’ point of view.
,"The course will help me able to practically identify the points that set us apart from our competitors and also effectively put across these selling points to our customers, keeping in mind their perception. Being creative is very crucial."
,Review this videos.
,創業などのコンサルティングでの助言に使えます。
,How to make positioning right and to choose 2 points better than having alot
,Useful for considering the features of our products
,"good to analyse product potential "
,Great
,Positioning is necessary when analyzing based on objective point of view.
,highlight of the important of positioning and tools for apply itself
,"Positioning map can be applied in multiple situations "
,"Understanding the key points of positing product & prefer to find out more ""How to determine the pricing of product?"""
,For analyzing the position of your products or services.
,"know what customer needed most.
"
,I can apply this to improve our company's current positioning.
,It's help us to determine our product position
,Make me understand how to present a product and where we look for important appeal
,Good course on Positioning
,I’ll try to use this method for my company’s product to understand positioning among our industry.
,Para considerar el precio y su variación se deben tomar en cuenta la elasticidad de demanda y precios para que la decisión sea adecuada
,"Good to learn about relation between price and demend of a product. how both are dependent on each other
"
,to understand price elasticitiry
,It is possible to grasp the situation to some extent by the value of price elasticity.
,I realize price elasticity of demand as customer
,I will use in scientific activity
,"PED is very useful in our task as Market Researchers for the company. We aim to see if the service we are offering to the public corresponds well to the monetary value they are paying. "
,good course.
,.
,"not sure ,but I can check my company`s products..
"
,"in the products we sell, it can be influenced by price elasticity, because there are competitors in selling products.

in normal daily life using price elasticity, if there are cheap products, we immediately buy a lot"
,It will help in pricing strategies for products.
,"Done.
Need to realize if your productions are higher Price Elasticity of Demand or Not. "
,Identifying differences across a range of products and orient my products accordingly.
,-
,I will be able to apply this learning when we determine price increase for our company.
,When to state price
,I learned that price elasticity help us to understand the characteristics of the products and customers’ demand.
,This will prove useful if I wanted to enter the sustainable enterprise market
,"It gives me the idea to consider which spare parts sold to customer can be increase or reduce the cost.
"
,"This was a little bit hard for me to understand fully. "
,"That remind my market knowledge, it will good for my future goods. For me I already forgot it. Thanks a lot. "
,"Price elasticity of demand is economic measures. It has huge influence customer behaviors. Keep in mind Price elasticity of demand, when I face a price negotiation in my job."
,"By knowing what our customers are demanding, we can decide the appropriate price of our products.
"
,to understand the relation between price and demand in general
,Very useful for making a plan for new market of my products.
,When setting pricing
,A concept to help me in making decisions whether to increase or decrease prices of products.
,good
,It is important to understand product elastic if we want to increase sales of our product.
,perfect
,Price elasticity of demand is an economic measure of the change.
,"In setting the prices for new products or deciding price raises, I need to consider how each product or category may be elastic or inelastic. "
,"Learned almost markets' cost depends on supply and demand, I feel some market does't fit to fomulation like pharmaceutical fields which the price determined by authority."
,It will help to understand more clearly if out product can continue to create more demand even if the prices are increasing gradually and how much increase in price should be made so as to not cause too much dip in demand.
,it's necessary to counter offer to customer in order to secure the business.
,"Affectation of product price change due to some reason, can be predict by price elasticity of demand."
,I would like to use this skill to discuss strategy with my clients.
,This can help me thinking how companies put prices on their products.
,to consider new business for my entity
,This is good in developing a strategy to certain businesses based on their distribution channels
,A distribution channel is a chain of businesses or intermediaries through which a good or service passes until it reaches the final buyer or the end consumer.
,Good to know
,Briefing the same to down the line
,To the planning of my new business
,Planning is most important for any business.
,IT is useful to my daily life.
,I understand we need to choose and change supply chain depend on the current situation.
,I have a wholesales partner. So this lesson improved to understand how to deal with them.
,The application depends on the type of business and the goals.
,I will use in scientific activity
,"I think it's useful to analyzing the process behind a business, event if you are customer or the business owner."
,Important excercise
,The selection of distribution channels is not easy and not easy to change once it's set. This explanation is basic but good for capturing and reminding the main points for consideration.
,.
,Maximizing the opportunity of distribution channel will  benefit retailers/ distributors and manufacturers.
,excellent explanation about the best method in order to  choose the most proper distribution channels for our product or service.
,"I work for the logistics of a manufacturing company and it is sometimes very appreciating to see how goods flowing in and out, the data you need, informations about dimensions of loadings, to provide a manafacturer good of the highest  possible quality. "
,This learning is good for adding my knowledge about distribution channel
,"Haven gone through this course. I would pick the the right distribution channel for my small business. 
I would start with the zero level channel, when I grow further and can produce large number of product,  I would include the multilevel channels so to meet up with demands quickly. Thank you"
,"Until now, I haven't considered distribution channel."
,It’s important to think how do we want to sell products since there are pros and cons when we use distributors.
,"Distribution channels have benefits and limitations in an each level. We need to understand customers and purchasing behaviors, so we can choose the best way to distribute our products. "
,"How to act with channels "
,"This course help me much, in other to do a business in whatever situations and job activities at the ministry. Also help me understand how to do a business online. "
,Good information on distribution channels
,Setting up the distribution channels has pros and cons. Need to consider the distance between the production and the customer before setting up the channels.
,When thinking about sales channels
,"The roles of distribution channel include not only logistics and sales but also gathering customer info. "
,I understood that distribution channel target to reach more customer. We don't care how many level
,"After learned this course, it's can help us to evaluate the distribution channel when we plan to expand our business."
,Provide sales and service effectively to customer..
,"Nowadays ,we may have roles both buyer and seller  especially on-line channel during COVID 19 control period. Thanks for the knowledges from this learnning ""distribution channels' about ideas of what should I consider such as customer behaviors to set up my own channel. "
,I would like to analyze companies' strategiies when they changed distribution channels.
,everyday
,"when you launch new products or services,this course will help you consider which kinds of channels are appropriate."
,better judgement on chosing the best channel available to reach the targeted customers
,"It helps to consider about the new business to learn about distribution channels. "
,general knowledge
,"Distribution channel should be considered based on the way of distribution, payment and information."
,"LEARNT A LOT. Thanks "
,Should be watched twice.
,it is good for considering marketing methods
,Necessary to understand customer attitude step by step
," providing an individual with new information that changes the cognitive component of attitude will tend to cause that individual to change overall attitudes toward an object."
,"We can use not only AIDMA but also AMTUL and AISAS. "
,I would like to find in which stage my clients are using attitude models frame.
,very interesting topic. i'm more confident on how to launch and manage products
,Apply differently strategy depending on the situation
,I will use in scientific activity
,"The Attitude Change Models is a very good foundation course to knowing appropriate marketing activities to eventually increase sales. By knowing the stages of customer's attitude, a company will more like understand how to inject it's product more to the daily lives of people"
,Understand customer's Attitude and company likely know how to focus in the right step.
,it can be used to select effective marketing strategies by understanding the decision making process of customers
,"Since i deal mostly with marketing at work, this greatly helped my understanding on how to better decide on a marketing strategy that would address each stage of the customers buying journey."
,Helps to learn how to reach more people in terms of branding.
,good course
,"Attitude change occurred when the individual attempted to re-establish balance by modifying their attitude.   "
,Got useful insights about how to consumer thinks and responds to a product allowing companies to focus in the right direction.
,Attitude change models will be useful to consider how company can approach to customer to buy the products.
,I try to apply this idea.
,Attitude change models can be useful for promotion.
,"AIDA is the simple concept to apply
"
,Choosing the right model is key to getting the right kind of thinking
,I can use this attitude change models to make strategy in the use of marketing and order closing of my products.
,help to understand  marketing strategy u will apply .
,Attitude
,"I'd like to keep in mind the different attitude change models, and when or how to maximize it, in thinking about the marketing side of the business. "
,Attitude Change Model results helpful in to take properly actions of marketing in every psychological state of potential buyers.
,"This foundation learning enable marketing activities to be optimised.
"
,When promoting sales
,I will be able to use this learning when we create marketing plans for the company.
,Think about our plans
,New concept for me
,"AIDMA is a model to understand customer’s decision-making process, it’s helpful to determine the way of optional communication."
,This directly relates to a consulting engagement I'm on
,It will help in identifying which model to be used in which situation and ways to attract customers to buy product after they become aware of it.
,Able to find out a reason why customer buy your product.
,"Good learning and widens thinking process and analytical tools for works and personal growth "
,"PEST does not produce strategy itself, so need to keep in mind it is just an tool of grasping future perspective of industry."
,it can help organize information for analysis
,"Use PEST, SWOT and CCC in combination for a full analysis. "
,"Analyzing how politics, economics, society and technology impact the business operation and strategy is very important."
,I will use in scientific activity
,I'm a marketer and analyzing the macro environment is important.
,"Together with SWOT, it is a good analyzing tool."
,"This course will help us to identify and analyze the various factors affecting our business, changes in these factors and thus predict future trends that will benefit or even be a threat to the business."
,"To see my company's situation from a macro perspective, and also know what factor would give the most effect on our business."
,PEST analysis helps us understand our client’s business environments appropriately.
,Though now we understood how society can effect our centres. so some parts we need to change in our M.R process.
,"I would like to use this framework to make a
strategy in my job because situations of pharmaceutical industry have been changing quickly and unpredictably.
"
,"When I’m job hunting, I’ll use PEST analysis to compare companies where I join."
,"A PEST analysis is a strategic business tool used by organization for growth. "
,To better understand the function of PEST analysis and how to effectively use it
,good
,"A PEST analysis is especially important today because of the world wide pandemic. With the sudden shift of lifestyle, it is best to know what is happening around us to prepare for opportunities and adapt in a rapidly changing environment."
,"We are in a situation now ,where PEST analysis is needed."
,"I can use PEST in the formulation of medium to long term strategies of product promotion and development. "
,This is very informative
,"More details "
,for consideration which area we expand
,"PEST Analysis (political, economic, social and technological) is a management method whereby an organization can assess major external factors that influence its operation in order to become more competitive in the market"
,When considering a new business
,PEST is useful when analyzing external environment.
,Good thoughts
,Done.
,PEST can help me better understand how Coronavirus affects my company and industry.
,I will be able to use this learning when I come up with plans and strategies for branding and marketing.
,Need to consider PEST analysis when enter business to new market
,very useful tool in order to determine the profitability of an industry
,Industry must be clearly defined
,It will help in analyzing the profitability of an industry and serve as a guide for future strategies.
,Briefing the same to down the line
,Five force analysis shows the profitability
,"After this course, I can hopefully better identify and categorize the five forces working in our industry and be better prepared to predict future challenges from competitors and accordingly formulate strategies to cope with the growing competition."
,Helps us to understand the kind of competitors available in market and to analyse how much threat a company or business can have.
,I will use in scientific activity
,can be used to analyse.
,!
,.
,For better analyze .
,Good evaluation using five forces framework will contribute to the possibility of a business to be profitable.
,help to increase the numbers in terms of S.C.
,helps understand demand supply and competition
,"Very good explanation tool to keep your strategy within the forces. "
,great!
,"I would like to consider 'Threat of substitutes' constantly in my job.
"
,I would use this method to analyze my clients.
,this will really help us to increase the profitability of the company
,It would help me in my strategy formulation.
,it was hard
,When analyzing our situation
,We should be careful when defining the market. ex: restaurants could be divided into several groups. Also the group can be fluid.
,External factors may also influence and affect the Five Forces Analysis. Online platforms should also be considered when developing a strategy.
,Effect of technology aa in the five force analysis
,"Five Forces analysis give light on the industry structure by profitability. I’ll use this framework, to examine our company where is the position in the industry."
,to analyze the industry I belong to
,I will use the 5F analysis to understand the industry and measure the future potential of the industry as a whole as well as the company itself.
,Can help me with my assignment and to relearn again :)
,Got philosophy how I can analyze environment position of company in their industry.
,It helps to determine an industry's weaknesses and strengths.
,This framework helps me to access the new industry I'm planning to venture into.
,I can apply this in marketing proposals to our client brands.
,I will apply the knowledge gainfrom this course by practicing to my real life
,Try to analyze better.
,"Essentially this is a fresh perspective on the forces affecting business growth, regardless of the size or scale of a company in question.
"
,"We should keep in mind that the 5 force analysis may change in time due to technology etc, especially substitutes. "
,"I have enough knowledge of this field, so it’s really helpful to understand such kind of the information. "
,i'm using it right now to evaluate the pharma industry and check our chances of doing well there
,This will help us strategize especially now that the pandemic has changed a lot of industries.
,I will be able to use this learning when I analyze our company's situation in relation to competitors.
,Understood as general market competition.
,To analyze my company’s situation.
,value chain analysis is very important activity for any kind of industries to get the Good value against the cost. with help of value chain any industries can be more competitive.
,I can analyze the activities and values of my department and possibly re-assess our strength and costs we dedicate to the activities that bring us value.
,understanding of the different sections of an organisation and their  impact on the service value.
,"Found out the importance of spreading my eye sights to complete picture of company, not focusing on my unit."
,Value chain analysis is very useful to unsderstand the importance of every department in a bussines
,analysis
,Quantitive analysis is essential
,how to make the business competitive
,I
,To strengthen my company‘s strategy.
,That can lead to differentiation from other companies.
,we will use it for better planning
,I will use in scientific activity
,It helps me to analyze which processes to be improved for better performance.
,".
"
,An input of new knowledge
,awesome
,Wanted to know more examples.
,pretty new to me - would like to learn more in a practical manner
,ものごとを細分化し、トータルでみたときに改良点があれば改善する。コストvs 価値で比較する。
,"I think that in-house analysis using the value chain is important. In particular, logistics, which is one of the main activities, is also important in preparing for a crisis (like Covid-19), and I realized once again the importance of daily countermeasures."
,"Shold focus on ""Chain"" 
not only marketing, not only costs, not only sevices...  "
,determinate my own work as activity may be
,"I had a bit of an issue with question number 2, anyone felt the same? I am not very familiar with the content but keen to learn, therefore I will rewatch the videos!"
,To better understand the different department‘s work value that add up to our services
,Quantitatively and qualitatively analyze the stages or processes gone through by my company using the value chain analysis.
,yes
,Considering my company's strength
,My Centers can identify where to focus on or what activities would yield the best result.
,It's usuful to reinvestigate your internal unit and review cost analysis for each unit whether it's making good investment returns or not.
,It would help me better analyze our client’s businesses and better make proposals to improve their financials.
,Very interesting! On my daily work I can prioritise tasks taking into account activities which creates added value.
,"by applying the value chain analysis we can improve our planning "
,Understanding what components make up my companies daily operations and how we can improve on them.
,We are working in a manufacturing company so it applies.
,"can analyze the value chain of my company to identify which process is adding more value compared to rivals, and which is adding less value so that we can nicely consider how to allocate our resource and investment to even more differentiate from others."
,"Understanding value chain of businesses/clients I work with to provide more bespoke services
"
,Good and easy learning for VCA
,refresh LGT &Supply  chain management again
,Look at my business
,this will help improve business strategies
,"Because I'm a sales I can find points to strongly appeal to customers about our company and sevices. "
,check area for improvement
,I devote my career to financial service and it’s a little bit difficult to apply.
,Very interesting process than can be used in any industry
,Value chain analysis to help best planning to improve time bond working for any new product .
,Analysis our process to fined some value addetion or remove non value add activity.
,Input and output based on the knowledge that I gained from this course.
,"It would be useful to categorize each business activitges and analyze their costs, especially, in some products which have become already a commfdity and diffcult to be differentiated in the terms of technology."
,This analysis is effective not only on business but on daily life.
,"The course is a reflection on how an individual should view it's company's role and functions. I would definitely re-evaluate the position of our business in the company. "
,good
,Can be used to study team activities and help to improve in team strategies.
,I learn how to use the value chain
,"Competitiveness "
,Useful for developing  strategies.
,Value Chain Analysis helps companies identify key success factors in enhancing their competitive advantages.
,Using for my job
,Good process
,"thanks
"
,"Value Cain analysis measures contributions to the business activity by role, cost and whole business. I would like to advise my coworkers to reconsider that how to add value through quality control in the field."
,The idea of analyze activities
,to analyze my entire company
,Value Chain Analysis of a Restaurant or Kitchen Business is valuable and helpful.
,It gave me idea how to categorize each activity in the center/office which will help me better identify and analyze its value. It will help me better identify what area to focus/invest in for future development.
,"Understanding more about Value chain analysis. "
,"Value chain analysis is a strategy tool used to analyze internal firm activities. Its goal is to recognize, which activities are the most valuable"
,I can use this skill to analyze my clients. I would like to understand them deeply with this format.
,"Understand what are the value adding activities of the company and how these activities are structured.
"
,"This knowledge would be helpful to understand maturely about sales. Now, I can continuously understand more clearly about my company status."
,Understanding my company's businesses attitudes.
,Knowing the value chain shows different business connections.
,I will use the analysis to understand the strength of my company.
,"is good, give leraning that every company should do value chain analysis in order can compete"
,I think being able to specify activities taken by the company and the value we and our customers get from it will help ensure that resources are used wisely and efforts put in our never wasted.
,Restructuring of the business portfolio
,I can use the framework when I analyze several companies in the same industry such as electronics.
,This would really help me on my future endeavors
,"Understanding the factors of the business, breaking them down will definitely strengthen my ability to truly understand a company I am dealing with."
,Help for resource allocation & ensure effectiveness within a company
,I will be able to use this learning when determining what marketing and branding strategies to best use for the company.
,VCA is very important when choosing new vendor
,Value chain analysis can be applied to any kinds of industries.
,For motivating staff.
,NA
,This lesson helped me understand on how managers can proactively address the needs of its team members and how I can someday lead and help my team achieve work satisfaction through leadership.
,Understanding behavior is a good way to be an effective manager and leader. Knowing where your colleagues’ and subordinates’ need requirements fall will allow you to also adapt to the situation and environment.
,great explains and good visualization
,"Good motivate each colleague and understanding it needs.
"
,For job
,Getting to know my co-workers.
,The importance the management to understand and motivate worker.
,Refresh my mind of understanding maslow
,When I communicate with my team members I can use this skill for team building.
,"basic concept. "
,"I can assess my current situation is lower order needs or higher order needs.  Moreover, I can know my staff`s needs and also support their needs. "
,"this is very good lesson and it can be easily apply in my organization, "
,"As a supervisor in a government agency, I realized that there is need to assess or consult the staff if they encounter difficulties in the performance of their jobs.  This will help me identify their training needs that will help them achieve the objectives of the office and the same time align with their needs."
,thank you very much for a good lessons
,Good explanation of Maslow's Hierarchy of Needs.
,"Thank you very much for this lesson . "
,"It's incumbent on supervisors like me who handles my own office unit to really get to know my subordinates so they can maximize their engagement at work. The old “Treat people the way you want to be treated” rule no longer applies. These days, it’s “Treat people the way they want to be treated.” That means knowing what motivates them. Therefore, understanding their needs and applying Maslow's Hierarchy of Needs in the workplace will result to a more successful organization."
,チームビルディングの際、個人個人の目標設定の面談の際に、欲求階層を意識して臨むことができる
,I understand it.
,theory of human motivation
,it's a useful method to motivate employes according their necesities
,"i will coomunicate the task i wil be handeling with my supervisor to align it with my ambition and goals to benefit both the organization and my career. "
,"Understanding Maslow's Hierarchy is useful to know how you can fulfill what employees need. 
 "
,"May be, if one day I become a manager."
,"This theory provides classification of human needs to help to determine how to motivate each member "
,identifying the current needs of the employee and adjust how you should approach their concern
,"The most basic of Maslow's needs are physiological needs, such as the need for air, food, and water. When you are very hungry, for example, all your behavior may be motivated by the need to find food."
,"I need to know the needs of my subordinates  that are not yet met by creatively setting evaluations or casual interviews. by any means, it is important to know their needs to motivate them for their own growth and of the company"
,"As a sub-team leader, I can utilize this knowledge for building a more competitive team with highly motivated members.   "
,"understand each other more "
,To motivate subordinates or colleagues with Maslow's theory
,Useful method for well understanding our desires.
,Thanks
,"It will help me to manage my team more efficiently. "
,There are a lot of factors to consider for you to achieve satisfaction.
,good foundation
,Understanding the needs of your employees will provide you an idea on how you can motivate and deal with them.
,Thank you very much for this lesson.
,"The basically needed of people is very useful and can use in my current workplace.  "
,"by understanding maslow's hierarchy of needs, I can better understand what I can do to keep my team members motivated"
,What we learn in this course can directly be applied in managing my subordinates to improve better our workplace and to get benefit both organization success through effective management our people and better workplace that can support our people.
,Yeah!
,"Frequent/regular meeting with employee, asking what her needs to be motivated can help."
,Understanding people's social and esteem needs - making sure people feel a sense of belonging and appreciated.
,Maslow's Hierarchy help us in order to motivate and to understand staff motivation.....
,Understand employee motivation
,It will help to motivate employees. Identification of the need and some attempts to solve it may increase the employee's efficiency.
,It is really useful!
,"The hierarchy of Maslow is very important for me to apply at my workplace by working as a team-work, respecting other colleagues, and committing to accomplishing common goals. "
,Focus on human motivation.
,Learn more about others' needs.
,"Reports, proposal with simple and clear message."
,I understood
,Taught me the best way in dealing with subordinates
,i'm mathematics teacher and i'll adapt these to support my students
,"To understand your and other people's needs. What we are lacking and how we can fulfil them.  "
,"Understanding Maslow's theory could help you perform your jon if you are a manager or being simply an employee. However each layer cannot be achieve at once but as you go along maturely, you can assess which is important on how you go on about your life. "
,To reflect Nd motivate the teAm
,very good learning towards society needs
,I now have deeper understanding on how these needs affect motivation. I'll take time to know my people better and how I can serve them.
,I'll help my members to fulfill their needs with referrence to Mazlow's hierarchy needs and communicate with my members.
,"good, tnx"
,"I understood about lower and higher order needs. So I will give a questioner to my staff and find their issues. I hope to create events to give solutions for their issues and will try to motivate them to achieve targets of my organization.   "
,"Understanding the Maslow’s hierarchy need can lead us to recognize ones’ need clearly. It is important for both staffs and managers to identify their needs to avoid any issues in an organization. 

"
,This lesson has shown clearly concepts of Maslow's Hierarchy of Needs which can make me know more deeper on human motivation in order to reach the goal.
,"I found the Mashlow's theory is useful to apply in working place as manager level that can motivate staff to get involved in their job well. "
,"I think it is important for me to manage my team. For the first level, many of my team member have met. From safety, some might feel lack of that and until the top level, they require something i am able to provide all their needs, but I can contribute something fill the gap. I think some actions might lead them to work well with me."
,"Each person has a different level of satisfaction with his or her jobs.
Maneger has to ask and review with employees to keep up the level of their hierarchy."
,"to be more motivated during my working life
1. to have a healthy life
2. to earn enough money to live safe
3. to communicate with colleague 
4. to do the tasks and get reviews from manager and improve my ability all the time
5. to archive many goals and to be a professional  "
,In a vareity of ways.
,"Knowing the needs of the subordinates will help the leaders to asses which needs should be addressed or should be worked on. By learning their needs, it is where the strategies to motivate the subordinates will start."
,Useful for managing subordinates
,It was an eye opening fact for me that you don’t necessarily need to fulfill every lower needs to achieve higher needs.
,"From this lecture, we have learned about the basic need of our employee and other members. By understanding of their needed, we can motivate and communicate effectively by fulfilling their needed. "
,I  learnt the physical need is the most fundamental for the human beings.
,There are various needs that could affect an employees performance if such needs are met or not
,This lesson concerns personal and professional life. One can utilize the outcome of the gained information to fulfill own needs as well as people's need.
,Understanding Maslow’s theory is useful for motivating employees or subordinates.
,Thank you very much!
,"I can now understand the different motivations of colleagues and even my own. Maybe some communication to our managers would help them make programs to better address some of the employees' needs. In the future, when I myself become a manager, this would be of big help to understand my subordinates."
,I work in the Central Bank and I am a future leader. The learnings from this course will help me in my future career when I will lead people in achieving various goals of my organization.
,"because I'm not the manager, i can't use it to movitate others. But I find it very useful to motivate myself when I am down. And also help myself to analize why I'm not satisfied which need didn't been met.Thanks!"
,I like the last thoughts!
,"I will try to be alert, read the minds of other people and show not only respect but also appreciation to them from now on!"
,"Not only as a future manager, as an employee at this moment, I could understand my own desires either."
,"Before learning business skills, I shold have known Maslow's theory, "
,"Fill the lower needs and always find the way to improve the higher needs, so with the good mental health, all the works will be produced in the high quality.
"
,Understanding ourselves & others is the first step towards forging harmonious & win-win relationships.
,Thank you very much for the knowledge of this Maslow
,Maslow will be have the main focus in the upcoming days
,"I can try to connect better with my subordinates by understanding their concerns and whether they are motivated enough to work with the company. Addressing their concerns and resolving their issues will help them to be happy, hence leading to positive personal growth as well as company's growth."
,I going to use this learning to have better understanding of my team members and strengthen my leadership skills
,I get more understand about need of human from Maslow's Hierarchy.
,Consider and find out employees needs and try to align their work to meet them better.
,We understand basic need for people. We can use to motivate around people
,Understanding Maslow's hierarchy for a better understanding of people's needs
,Very helpful to make the concept clear and apply in job or daily life.
,"It will help me to motivate my subordinates.

"
,"It;s usefull and important for "
,"By learning Maslow's theory of human motivation, I notice the importance of a manager's role in helping to fulfill the employees' or staff's needs. Moreover, I saw some weaknesses in my department about the achievements of the staff's needs for motivation. I'd share the knowledge gained from this course to my colleagues to reach my own 'self-actualization' and theirs. 
Thank you very much."
,"I must study harder to succeed my goals. "
,It is very useful to manage employees to get to know their needs to create a better work environment.
,It is a good course.
,"It was good to know these hierarchies and yes, they do apply well today's scenario too. It will definitely help me build a good environment within the team and company, and obviously in my personal goals."
,it will help in creating an effective HR strategy.
,I found it very useful to motivate myself by learning this hierarchy of needs.
,"As team leader, understanding the hierarchy of needs will help me understand how to motivate my team members. Knowing which need is their priority right now, will help me align my approach and the company rewards and incentives to help them get closer to achieving fulfilment in each stage. "
,I got an idea to motivate my members more.
,Maslow's Hierarchy helps us understand human needs more accurately.
,Every manager should know this theory as a basics.
,"This theory is useful to motivate employees, especially when I become a manager."
,"Maslow's Hierarchy of Needs is the mainspring of not only improving the competent ability but also providing a better understanding of individuals on my team. "
,It is very useful for those who want become a leader.
,"After taking this course, I come to realize more about certain problems that we encounter within our workplace by comparing these theory and I come to know how I have to handle to fulfill the needs raise up for the colleges to be higher their satisfactions in work and in daily life as well."
,it's a good example in terms of well-management
,"I was a head of laboratory of Private Clinic three years ago. I managed the nurses and laboratory workers. They did routine works, such as cleaning, nursery procedures and others. They were young and ambitious. I could afford them the self-actualization needs. Together my main responsibilities I taught them laboratory work methods. I had also benefits, because I had an opportunity to fulfill my social and esteem needs."
,"collaboration of a different type of organisation or people I (we) should prefer this human needs. "
,As I understand Maslow's  theory is useful for motivating employees.
,"I will try to understand better people and endeavor to fulfill their needs as much as possible within my extent. "
,Good
,"As a manager, I should take extra  care to understands the desires and how to motivate my fellow workers. "
,"input and output at work
"
,"useful for understanding employee needs
"
,The essence of desire basically does not change even when the times change. It is a good learning.
,to motivate my colleague
,"As leader, one must understand Maslow's Hierarchy of Needs to motivate the employees. The course also teaches us that it is not necessary that one need should be fully staisfied first in order to move to a higher need. Though self-actualization is virtually impossible to fulfill for all employees in a community, it is the responsibility of the leader to endeavor to address this need by  looking into what she/he can do to help actualize the dream of the employee."
,"I liked very much Maslow's theory. Moreover, 
it turns out I have been using it in practice."
,I understood that understanding Maslow’s theory is useful for motivating people.
,I will apply this to variety of staffs in my team depending on the experience and personality of them.
,how to lead and guide your team
,NA
,I try to apply to manage my company & employees.
,"to check the circumstances to be able to apply Leadership and management. "
,Leaders are good managers and vice versa. They know when a situation calls for a specific action.
,"Differenciate the situation and people to apply either leadership skill or management skill. "
,"The course will help me to distinguish between situations where leadership and management are required more effectively, so that I can balance between directive and supportive behaviour."
,Utilize this knowledge to better lead the Sub-team in my department.
